iter	Passed	Remaining
156	278	1493
157	280	1495
158	282	1496
159	284	1496
160	287	1496
161	288	1494
162	290	1491
163	292	1492
164	294	1492
165	296	1489
166	297	1485
167	299	1485
168	302	1487
169	304	1485
170	306	1487
171	308	1487
172	311	1487
173	314	1491
174	315	1488
175	318	1491
176	321	1492
177	323	1492
178	326	1496
179	329	1501
180	332	1504
181	335	1508
182	339	1513
183	342	1516
184	345	1521
185	347	1521
186	349	1520
187	352	1523
188	355	1524
189	357	1523
190	360	1525
191	363	1528
192	365	1527
193	368	1530
194	372	1538
195	374	1536
196	376	1535
197	379	1535
198	382	1538
199	385	1541
200	387	1542
201	391	1544
202	393	1544
203	395	1544
204	397	1542
205	399	1540
206	402	1543
207	405	1542
208	406	1539
209	407	1533
210	410	1533
211	411	1529
212	412	1524
213	413	1519
214	415	1518
215	417	1513
216	418	1509
217	419	1504
218	420	1500
219	423	1502
220	425	1499
221	426	1494
222	428	1492
223	429	1487
224	430	1483
225	431	1478
226	432	1474
227	435	1475
228	437	1472
229	438	1467
230	440	1464
231	441	1461
232	442	1457
233	443	1452
234	444	1447
235	446	1446
236	447	1442
237	449	1438
238	450	1434
239	451	1429
240	453	1427
241	454	1422
242	455	1417
243	456	1413
244	457	1409
245	459	1408
246	460	1403
247	461	1399
248	462	1395
249	463	1390
250	465	1387
251	466	1383
252	467	1379
253	468	1376
254	469	1372
255	471	1370
256	472	1366
257	473	1362
258	474	1358
259	476	1356
260	478	1354
261	479	1352
262	480	1347
263	482	1344
264	483	1341
265	484	1337
266	485	1334
267	487	1330
268	487	1326
269	489	1324
270	490	1320
271	491	1316
272	492	1312
273	494	1310
274	495	1307
275	497	1303
276	498	1300
277	499	1296
278	501	1295
279	502	1292
280	504	1290
281	505	1287
282	507	1284
283	508	1282
284	511	1282
285	512	1279
286	514	1277
287	515	1274
288	516	1271
289	517	1268
290	519	1264
291	520	1263
292	522	1259
293	523	1256
294	524	1252
295	525	1249
296	526	1247
297	528	1244
298	529	1240
299	530	1237
300	532	1236
301	533	1233
302	534	1229
303	536	1227
304	537	1223
305	538	1220
306	539	1218
307	540	1215
308	541	1211
309	542	1208
310	544	1206
311	546	1204
312	547	1201
313	548	1198
314	549	1195
315	551	1193
316	552	1190
317	553	1187
318	554	1184
319	555	1181
320	557	1180
321	559	1178
322	560	1174
323	561	1171
324	562	1169
325	564	1166
326	565	1163
327	566	1160
328	567	1157
329	569	1155
330	570	1152
331	571	1149
332	572	1147
333	573	1144
334	575	1142
335	576	1139
336	577	1136
337	578	1133
338	579	1130
339	581	1128
340	582	1125
341	583	1122
342	584	1119
343	586	1117
344	588	1117
345	590	1115
346	591	1112
347	592	1109
348	593	1107
349	594	1104
350	595	1101
351	596	1098
352	597	1095
353	598	1092
354	601	1091
355	602	1090
356	603	1087
357	604	1084
358	606	1082
359	606	1079
360	607	1075
361	608	1072
362	609	1069
363	610	1066
364	611	1064
365	612	1061
366	613	1058
367	614	1055
368	615	1052
369	616	1049
370	618	1047
371	619	1045
372	620	1042
373	621	1040
374	622	1038
375	624	1035
376	625	1033
377	626	1030
378	627	1027
379	628	1026
380	630	1024
381	631	1021
382	632	1019
383	633	1016
384	634	1014
385	636	1012
386	637	1010
387	639	1008
388	640	1005
389	641	1003
390	643	1002
391	647	1003
392	649	1003
393	651	1002
394	652	1000
395	654	997
396	655	995
397	656	993
398	657	990
399	658	988
400	659	985
401	661	984
402	663	982
403	665	981
404	666	978
405	668	978
406	670	976
407	671	974
408	673	973
409	676	973
410	677	971
411	679	969
412	682	969
413	684	968
414	686	967
415	689	967
416	690	965
417	691	963
418	694	962
419	696	961
420	697	959
421	699	958
422	701	957
423	703	955
424	705	954
425	709	955
426	710	953
427	713	953
428	715	952
429	717	950
430	719	949
431	721	948
432	722	946
433	725	946
434	728	945
435	731	945
436	733	945
437	736	945
438	740	945
439	742	944
440	744	944
441	747	943
442	750	943
443	753	943
444	756	943
445	759	943
446	761	942
447	764	941
448	765	939
449	767	938
450	769	937
451	772	936
452	774	935
453	777	934
454	779	934
455	782	934
456	786	934
457	789	933
458	791	933
459	794	932
460	797	931
461	798	930
462	800	928
463	805	930
464	808	930
465	811	930
466	813	928
467	817	929
468	820	929
469	824	929
470	826	928
471	829	928
472	831	926
473	834	925
474	837	925
475	839	924
476	841	923
477	843	921
478	846	920
479	847	918
480	851	918
481	853	917
482	857	917
483	859	916
484	862	915
485	865	915
486	866	913
487	869	912
488	871	910
489	872	908
490	875	907
491	878	907
492	880	905
493	882	904
494	884	902
495	886	900
496	888	898
497	890	897
498	891	894
499	893	893
500	895	891
501	896	889
502	897	887
503	899	885
504	901	883
505	902	881
506	903	878
507	905	877
508	908	876
509	909	873
510	910	871
511	912	869
512	914	868
513	916	866
514	917	863
515	919	862
516	921	860
517	923	859
518	925	858
519	927	856
520	930	855
521	932	853
522	934	852
523	936	850
524	938	849
525	941	848
526	942	846
527	944	844
528	945	842
529	946	839
530	947	837
531	949	834
532	950	833
533	952	830
534	953	828
535	954	825
536	955	823
537	956	821
538	957	819
539	959	816
540	960	814
541	961	812
542	963	811
543	964	808
544	965	806
545	966	803
546	967	801
547	970	800
548	972	798
549	973	796
550	976	795
551	978	794
552	979	792
553	981	790
554	982	788
555	984	785
556	985	783
557	986	781
558	988	779
559	989	777
560	990	775
561	991	772
562	993	771
563	994	768
564	995	766
565	996	764
566	997	761
567	998	759
568	1000	757
569	1001	755
570	1002	753
571	1003	751
572	1005	749
573	1006	747
574	1007	744
575	1008	742
576	1009	740
577	1011	738
578	1012	736
579	1013	734
580	1015	732
581	1016	730
582	1018	728
583	1019	726
584	1022	725
585	1024	724
586	1025	721
587	1027	719
588	1028	717
589	1029	715
590	1031	713
591	1032	711
592	1033	709
593	1034	707
594	1035	704
595	1037	702
596	1038	700
597	1039	698
598	1040	696
599	1041	694
600	1042	692
601	1044	690
602	1045	688
603	1046	686
604	1048	684
605	1049	682
606	1051	680
607	1052	678
608	1054	676
609	1055	675
610	1056	672
611	1058	670
612	1058	668
613	1060	666
614	1061	664
615	1063	663
616	1065	661
617	1066	659
618	1068	657
619	1069	655
620	1070	653
621	1071	651
622	1072	648
623	1074	647
624	1076	645
625	1078	644
626	1079	642
627	1081	640
628	1082	638
629	1086	638
630	1088	636
631	1090	634
632	1093	633
633	1095	632
634	1097	630
635	1098	628
636	1101	627
637	1103	625
638	1105	624
639	1109	624
640	1112	622
641	1115	621
642	1117	620
643	1119	618
644	1120	616
645	1122	615
646	1123	613
647	1124	610
648	1126	609
649	1127	607
650	1128	604
651	1129	602
652	1130	600
653	1132	598
654	1133	596
655	1134	594
656	1135	592
657	1136	590
658	1138	589
659	1140	587
660	1141	585
661	1142	583
662	1144	581
663	1146	579
664	1147	577
665	1148	576
666	1150	574
667	1152	572
668	1154	571
669	1156	569
670	1158	567
671	1160	566
672	1163	565
673	1165	563
674	1166	561
675	1167	559
676	1168	557
677	1170	555
678	1171	553
679	1172	551
680	1173	549
681	1174	547
682	1176	545
683	1177	543
684	1178	542
685	1179	540
686	1182	538
687	1183	536
688	1184	534
689	1185	532
690	1186	530
691	1189	529
692	1190	527
693	1191	525
694	1192	523
695	1194	521
696	1196	520
697	1197	518
698	1199	516
699	1201	515
700	1203	513
701	1206	512
702	1208	510
703	1210	509
704	1212	507
705	1214	505
706	1216	504
707	1217	502
708	1218	500
709	1221	498
710	1223	497
711	1225	495
712	1227	494
713	1230	492
714	1234	492
715	1237	490
716	1241	489
717	1242	487
718	1245	486
719	1247	485
720	1249	483
721	1252	482
722	1254	480
723	1256	478
724	1258	477
725	1260	475
726	1262	474
727	1264	472
728	1266	470
729	1269	469
730	1271	467
731	1273	466
732	1275	464
733	1277	462
734	1280	461
735	1282	459
736	1286	458
737	1288	457
738	1290	455
739	1291	453
740	1293	452
741	1297	451
742	1300	449
743	1302	448
744	1304	446
745	1307	445
746	1308	443
747	1310	441
748	1313	440
749	1315	438
750	1317	436
751	1319	435
752	1320	433
753	1324	432
754	1325	430
755	1327	428
756	1328	426
757	1331	425
758	1332	423
759	1333	421
760	1335	419
761	1339	418
762	1341	416
763	1343	415
764	1345	413
765	1347	411
766	1349	409
767	1351	408
768	1352	406
769	1354	404
770	1356	402
771	1358	401
772	1359	399
773	1361	397
774	1363	395
775	1365	394
776	1367	392
777	1370	391
778	1371	389
779	1373	387
780	1374	385
781	1375	383
782	1376	381
783	1378	379
784	1380	378
785	1381	376
786	1383	374
787	1384	372
788	1385	370
789	1387	368
790	1389	367
791	1390	365
792	1393	363
793	1394	361
794	1396	360
795	1397	358
796	1399	356
797	1401	354
798	1403	352
799	1405	351
800	1406	349
801	1407	347
802	1408	345
803	1409	343
804	1411	341
805	1412	340
806	1413	338
807	1414	336
808	1415	334
809	1418	332
810	1419	330
811	1420	328
812	1421	327
813	1423	325
814	1425	323
815	1427	321
816	1428	320
817	1430	318
818	1431	316
819	1432	314
820	1433	312
821	1434	310
822	1437	309
823	1439	307
824	1440	305
825	1441	303
826	1442	301
827	1443	299
828	1444	297
829	1445	296
830	1446	294
831	1448	292
832	1449	290
833	1450	288
834	1451	286
835	1452	285
836	1454	283
837	1455	281
838	1456	279
839	1458	277
840	1459	276
841	1461	274
842	1462	272
843	1463	270
844	1464	268
845	1466	266
846	1467	265
847	1468	263
848	1469	261
849	1470	259
850	1472	257
851	1473	255
852	1474	254
853	1475	252
854	1476	250
855	1478	248
856	1480	247
857	1483	245
858	1484	243
859	1486	242
860	1489	240
861	1491	238
862	1493	237
863	1494	235
864	1495	233
865	1496	231
866	1498	229
867	1499	227
868	1499	226
869	1500	224
870	1501	222
871	1502	220
872	1503	218
873	1504	216
874	1505	215
875	1506	213
876	1507	211
877	1508	209
878	1510	207
879	1511	206
880	1512	204
881	1513	202
882	1514	200
883	1516	198
884	1517	197
885	1518	195
886	1519	193
887	1520	191
888	1522	190
889	1524	188
890	1525	186
891	1526	184
892	1528	183
893	1529	181
894	1530	179
895	1531	177
896	1533	176
897	1534	174
898	1535	172
899	1536	170
900	1537	168
901	1538	167
902	1540	165
903	1541	163
904	1542	161
905	1543	160
906	1544	158
907	1545	156
908	1547	154
909	1548	153
910	1549	151
911	1551	149
912	1552	147
913	1554	146
914	1556	144
915	1559	142
916	1561	141
917	1562	139
918	1563	137
919	1564	136
920	1565	134
921	1566	132
922	1568	130
923	1569	129
924	1570	127
925	1572	125
926	1574	123
927	1574	122
928	1576	120
929	1577	118
930	1578	116
931	1579	115
932	1580	113
933	1581	111
934	1582	110
935	1584	108
936	1585	106
937	1586	104
938	1587	103
939	1589	101
940	1591	99
941	1592	98
942	1593	96
943	1594	94
944	1595	92
945	1596	91
946	1597	89
947	1598	87
948	1599	85
949	1600	84
950	1602	82
951	1603	80
952	1604	79
953	1605	77
954	1607	75
955	1608	74
956	1609	72
957	1610	70
958	1611	68
959	1613	67
960	1614	65
961	1615	63
962	1617	62
963	1618	60
964	1620	58
965	1622	57
966	1624	55
967	1625	53
968	1626	52
969	1627	50
970	1629	48
971	1630	46
972	1631	45
973	1632	43
974	1633	41
975	1634	40
976	1635	38
977	1636	36
978	1638	35
979	1639	33
980	1640	31
981	1641	30
982	1642	28
983	1643	26
984	1644	25
985	1645	23
986	1646	21
987	1647	20
988	1648	18
989	1650	16
990	1651	15
991	1653	13
992	1654	11
993	1655	9
994	1656	8
995	1657	6
996	1658	4
997	1659	3
998	1660	1
999	1662	0
