iter	Passed	Remaining
266	475	1304
267	477	1302
268	478	1300
269	479	1296
270	481	1295
271	482	1292
272	484	1289
273	486	1288
274	488	1286
275	489	1283
276	490	1279
277	491	1276
278	492	1272
279	494	1271
280	496	1269
281	497	1266
282	498	1263
283	500	1262
284	502	1259
285	503	1256
286	504	1254
287	506	1252
288	507	1248
289	509	1246
290	510	1243
291	512	1243
292	515	1242
293	516	1240
294	519	1242
295	522	1243
296	525	1244
297	528	1244
298	530	1243
299	533	1245
300	535	1242
301	536	1240
302	539	1240
303	541	1239
304	544	1240
305	546	1238
306	548	1237
307	549	1235
308	552	1234
309	554	1233
310	555	1230
311	557	1229
312	559	1227
313	560	1224
314	561	1221
315	563	1220
316	565	1218
317	567	1218
318	569	1215
319	571	1215
320	573	1213
321	575	1210
322	576	1208
323	578	1206
324	579	1204
325	580	1201
326	582	1199
327	584	1198
328	586	1196
329	588	1194
330	590	1193
331	591	1190
332	592	1187
333	596	1188
334	598	1187
335	599	1184
336	601	1183
337	604	1183
338	606	1181
339	608	1181
340	610	1180
341	611	1177
342	613	1175
343	615	1173
344	617	1172
345	619	1170
346	621	1169
347	623	1167
348	624	1164
349	626	1163
350	628	1161
351	630	1160
352	632	1158
353	633	1155
354	635	1154
355	636	1152
356	638	1150
357	641	1149
358	642	1146
359	643	1144
360	645	1142
361	647	1141
362	649	1139
363	651	1138
364	653	1136
365	655	1135
366	657	1134
367	659	1132
368	661	1130
369	662	1127
370	666	1129
371	667	1126
372	668	1123
373	671	1123
374	672	1121
375	674	1118
376	675	1116
377	677	1114
378	678	1111
379	679	1108
380	680	1106
381	682	1104
382	684	1102
383	685	1100
384	686	1097
385	688	1095
386	690	1093
387	692	1091
388	693	1089
389	694	1086
390	696	1084
391	698	1082
392	699	1080
393	701	1078
394	703	1077
395	704	1074
396	705	1071
397	707	1069
398	708	1067
399	710	1065
400	711	1062
401	712	1059
402	716	1061
403	718	1059
404	720	1059
405	722	1056
406	723	1054
407	724	1051
408	726	1050
409	729	1049
410	730	1046
411	731	1044
412	733	1042
413	734	1039
414	735	1037
415	737	1034
416	739	1033
417	742	1033
418	744	1032
419	747	1031
420	748	1029
421	749	1026
422	750	1023
423	751	1021
424	752	1018
425	754	1016
426	755	1013
427	756	1010
428	757	1007
429	758	1005
430	759	1002
431	760	999
432	761	996
433	762	994
434	763	992
435	764	989
436	765	986
437	766	983
438	768	981
439	769	978
440	770	976
441	771	973
442	772	971
443	773	968
444	774	966
445	775	963
446	776	961
447	778	958
448	779	956
449	782	956
450	784	954
451	785	952
452	786	949
453	788	948
454	789	945
455	790	943
456	791	940
457	793	938
458	795	937
459	797	935
460	799	934
461	801	933
462	803	931
463	805	929
464	806	928
465	808	926
466	810	924
467	811	923
468	814	921
469	815	919
470	816	917
471	817	914
472	818	912
473	819	909
474	820	907
475	821	904
476	822	902
477	824	900
478	826	898
479	826	895
480	827	893
481	828	890
482	830	888
483	831	886
484	832	884
485	833	881
486	834	879
487	835	876
488	837	874
489	838	872
490	840	871
491	842	869
492	844	868
493	845	866
494	848	865
495	851	864
496	852	862
497	853	860
498	854	858
499	856	856
500	857	853
501	858	851
502	859	849
503	860	847
504	862	845
505	863	843
506	865	841
507	866	838
508	867	836
509	868	834
510	870	832
511	871	830
512	872	828
513	873	825
514	874	823
515	875	821
516	876	818
517	877	816
518	878	814
519	880	812
520	881	810
521	882	808
522	883	806
523	885	803
524	886	802
525	887	799
526	888	797
527	889	795
528	890	793
529	891	791
530	893	788
531	894	786
532	895	784
533	896	782
534	897	780
535	899	778
536	900	776
537	901	774
538	902	772
539	904	770
540	905	768
541	906	765
542	907	763
543	908	761
544	910	759
545	911	757
546	912	755
547	914	754
548	915	751
549	916	749
550	918	748
551	919	746
552	920	744
553	921	741
554	923	740
555	924	738
556	925	736
557	926	734
558	927	731
559	929	730
560	930	728
561	932	726
562	933	724
563	934	722
564	935	720
565	937	718
566	938	716
567	939	714
568	940	712
569	942	710
570	943	708
571	944	706
572	946	705
573	947	703
574	948	701
575	949	699
576	951	697
577	952	695
578	954	694
579	955	692
580	957	690
581	958	688
582	959	686
583	960	684
584	961	682
585	962	680
586	963	677
587	964	676
588	966	674
589	967	672
590	968	670
591	969	668
592	970	666
593	972	664
594	972	662
595	974	660
596	975	658
597	975	656
598	976	654
599	978	652
600	979	650
601	980	648
602	981	646
603	982	644
604	984	642
605	985	640
606	986	638
607	987	636
608	988	634
609	989	632
610	991	630
611	992	629
612	993	627
613	994	625
614	996	623
615	997	622
616	998	620
617	999	618
618	1000	616
619	1002	614
620	1003	612
621	1005	610
622	1006	608
623	1007	607
624	1008	605
625	1010	603
626	1011	601
627	1012	599
628	1014	598
629	1015	596
630	1016	594
631	1017	592
632	1019	590
633	1020	589
634	1021	587
635	1022	585
636	1023	583
637	1024	581
638	1026	579
639	1028	578
640	1029	576
641	1031	574
642	1032	573
643	1033	571
644	1034	569
645	1036	568
646	1038	566
647	1039	564
648	1040	562
649	1042	561
650	1043	559
651	1044	557
652	1045	555
653	1046	553
654	1048	552
655	1049	550
656	1051	548
657	1052	546
658	1053	545
659	1054	543
660	1055	541
661	1057	539
662	1059	538
663	1061	537
664	1063	535
665	1067	535
666	1069	534
667	1072	532
668	1073	531
669	1075	529
670	1079	529
671	1081	527
672	1083	526
673	1086	525
674	1090	524
675	1092	523
676	1093	521
677	1094	519
678	1095	517
679	1097	516
680	1099	515
681	1101	513
682	1104	512
683	1105	510
684	1107	509
685	1109	507
686	1113	507
687	1116	506
688	1118	504
689	1120	503
690	1122	502
691	1124	500
692	1126	498
693	1127	496
694	1129	495
695	1131	494
696	1132	492
697	1134	490
698	1136	489
699	1138	487
700	1140	486
701	1142	484
702	1144	483
703	1145	481
704	1147	480
705	1149	478
706	1151	477
707	1153	475
708	1155	474
709	1158	473
710	1160	471
711	1162	470
712	1164	468
713	1167	467
714	1169	466
715	1171	464
716	1172	462
717	1175	461
718	1176	459
719	1178	458
720	1181	457
721	1183	455
722	1184	453
723	1186	452
724	1188	450
725	1189	449
726	1190	447
727	1192	445
728	1194	444
729	1195	442
730	1197	440
731	1198	438
732	1201	437
733	1202	435
734	1204	434
735	1208	433
736	1211	432
737	1213	430
738	1215	429
739	1216	427
740	1218	425
741	1219	424
742	1221	422
743	1222	420
744	1224	418
745	1226	417
746	1227	415
747	1229	414
748	1230	412
749	1233	411
750	1235	409
751	1236	407
752	1239	406
753	1241	404
754	1243	403
755	1245	401
756	1247	400
757	1249	398
758	1251	397
759	1253	395
760	1254	393
761	1255	392
762	1258	390
763	1259	388
764	1260	387
765	1261	385
766	1263	383
767	1264	382
768	1266	380
769	1267	378
770	1268	376
771	1270	375
772	1271	373
773	1272	371
774	1274	369
775	1276	368
776	1278	367
777	1279	365
778	1282	363
779	1283	362
780	1285	360
781	1287	358
782	1288	357
783	1289	355
784	1291	353
785	1292	351
786	1293	350
787	1294	348
788	1296	346
789	1298	345
790	1299	343
791	1300	341
792	1301	339
793	1303	338
794	1304	336
795	1305	334
796	1306	332
797	1307	331
798	1308	329
799	1309	327
800	1310	325
801	1311	323
802	1312	322
803	1313	320
804	1315	318
805	1316	316
806	1317	315
807	1318	313
808	1319	311
809	1321	309
810	1322	308
811	1323	306
812	1326	304
813	1328	303
814	1331	302
815	1333	300
816	1335	299
817	1338	297
818	1340	296
819	1343	294
820	1347	293
821	1349	292
822	1350	290
823	1354	289
824	1356	287
825	1358	286
826	1360	284
827	1361	282
828	1364	281
829	1366	279
830	1368	278
831	1370	276
832	1373	275
833	1375	273
834	1377	272
835	1379	270
836	1381	269
837	1382	267
838	1384	265
839	1386	264
840	1387	262
841	1389	260
842	1391	259
843	1393	257
844	1395	255
845	1396	254
846	1398	252
847	1399	250
848	1400	249
849	1402	247
850	1403	245
851	1405	244
852	1406	242
853	1408	240
854	1409	238
855	1410	237
856	1411	235
857	1412	233
858	1413	232
859	1414	230
860	1416	228
861	1417	226
862	1417	225
863	1419	223
864	1420	221
865	1421	219
866	1422	218
867	1423	216
868	1425	214
869	1426	213
870	1427	211
871	1428	209
872	1429	207
873	1430	206
874	1432	204
875	1433	202
876	1434	201
877	1435	199
878	1436	197
879	1437	196
880	1439	194
881	1441	192
882	1443	191
883	1446	189
884	1447	188
885	1448	186
886	1449	184
887	1450	182
888	1451	181
889	1453	179
890	1455	178
891	1457	176
892	1458	174
893	1459	173
894	1460	171
895	1461	169
896	1463	168
897	1464	166
898	1465	164
899	1466	162
900	1468	161
901	1470	159
902	1473	158
903	1475	156
904	1477	155
905	1479	153
906	1481	151
907	1482	150
908	1483	148
909	1484	146
910	1485	145
911	1487	143
912	1489	141
913	1490	140
914	1491	138
915	1492	136
916	1493	135
917	1495	133
918	1497	132
919	1498	130
920	1500	128
921	1501	127
922	1502	125
923	1503	123
924	1504	121
925	1505	120
926	1507	118
927	1508	117
928	1509	115
929	1510	113
930	1511	112
931	1512	110
932	1513	108
933	1514	107
934	1515	105
935	1516	103
936	1517	102
937	1518	100
938	1520	98
939	1521	97
940	1522	95
941	1523	93
942	1525	92
943	1526	90
944	1527	88
945	1528	87
946	1529	85
947	1531	83
948	1532	82
949	1534	80
950	1534	79
951	1536	77
952	1537	75
953	1538	74
954	1541	72
955	1543	71
956	1545	69
957	1546	67
958	1548	66
959	1550	64
960	1552	63
961	1554	61
962	1555	59
963	1557	58
964	1560	56
965	1562	54
966	1564	53
967	1566	51
968	1568	50
969	1569	48
970	1571	46
971	1572	45
972	1573	43
973	1574	42
974	1575	40
975	1576	38
976	1577	37
977	1578	35
978	1579	33
979	1581	32
980	1582	30
981	1582	29
982	1583	27
983	1584	25
984	1585	24
985	1586	22
986	1588	20
987	1590	19
988	1591	17
989	1593	16
990	1593	14
991	1595	12
992	1597	11
993	1598	9
994	1599	8
995	1600	6
996	1601	4
997	1602	3
998	1603	1
999	1604	0
